sumber_data,parameter,date,time,periode,user,user_all,user_count,tweets,clean_text,word_count,hashtag,tag_count,is_duplicate,replying,fav_count,rep_count,ret_count,link
twitter,#saveojekonline,2015-12-18,12:37 AM,periode_1, YogaYMPBetawi, YogaYMPBetawi ,2,"Sangat membantu 'kita ' #SaveOjekOnline
#SaveGojek #SaveGrabBike #SaveBluJek
#BringManUnitedToIndonesia",membantu,1,SaveOjekOnline  SaveGojek  SaveGrabBike  SaveBluJek  BringManUnitedToIndonesia,5,FALSE,False,NA,NA,NA,/YogaYMPBetawi/status/677769629104779265
twitter,#saveojekonline,2015-12-18,12:36 AM,periode_1, purikartika_ea4, purikartika_ea4 ,2,Pelarangan Go Jek online #saveojekonline ,pelarangan go jek online,4,saveojekonline,1,FALSE,False,NA,NA,NA,/purikartika_ea4/status/677769427643990016
twitter,#saveojekonline,2015-12-18,12:12 AM,periode_1, diangendhis, diangendhis ,2,#SaveOjekOnline,,0,SaveOjekOnline,1,FALSE,False,NA,NA,NA,/diangendhis/status/677763306023596032
twitter,#saveojekonline,2015-12-18,12:09 AM,periode_1, Oedin12_JKT, Oedin12_JKT ,2,"Kenapa #SaveGojek bukan nya #SaveOjekOnline atau #SaveGrabike ? 
Karena yang anak kecil kenal dikampung itu cuma GOJEK",anak kenal dikampung,3,SaveGojek  SaveOjekOnline  SaveGrabike,3,FALSE,False,NA,NA,NA,/Oedin12_JKT/status/677762633840201728
twitter,#saveojekonline,2015-12-18,12:09 AM,periode_1, trisyasetyowati, trisyasetyowati ,2,#SaveGojek #SaveGojek #SaveGojek #SaveGojek #SaveGojek #SaveGojek #SaveGojek #SaveGojek #Saveojekonline #Saveojekonline #Saveojekonline,,0,SaveGojek  SaveGojek  SaveGojek  SaveGojek  SaveGojek  SaveGojek  SaveGojek  SaveGojek  Saveojekonline  Saveojekonline  Saveojekonline,11,FALSE,False,NA,NA,NA,/trisyasetyowati/status/677762567415193600
twitter,#saveojekonline,2015-12-17,11:56 PM,periode_1, trisyasetyowati, trisyasetyowati ,2,"Gojek itu = Kebutuhan penting di Ibu Kota Jakarta , yakalau ngga ada gojek bingung lah #SaveGojek #Saveojekonline #saveblujek #SaveGojek",kebutuhan kota jakarta yakalau ngga bingung,6,SaveGojek  Saveojekonline  saveblujek  SaveGojek,4,FALSE,False,NA,NA,NA,/trisyasetyowati/status/677759338396692481
twitter,#saveojekonline,2016-12-15,8:13 AM,periode_1, ferrysaylendra, ferrysaylendra  jokowi  basuki_btp  Dishubtrans_DKI  TMCPoldaMetro  AgusYudhoyono  KompasTV,7,"mitra seperti kacung semena mena
dengar pak @jokowi @basuki_btp @ @Dishubtrans_DKI @TMCPoldaMetro @AgusYudhoyono @KompasTV #saveojekonline ",mitra kacung semena mena dengar,5,saveojekonline,1,FALSE,False,NA,NA,NA,/ferrysaylendra/status/809431188901199873
twitter,#saveojekonline,2016-09-13,6:27 AM,periode_1, syifa_afiys04, syifa_afiys04 ,2,Balese kesuwun . Keburu ngeleh ! #saveojekonline,balese kesuwun keburu ngeleh,4,saveojekonline,1,FALSE,False,NA,NA,NA,/syifa_afiys04/status/775687459648614400
twitter,#saveojekonline,2016-08-01,8:18 PM,periode_1, herawida, herawida ,2,Cuma wanita independen rantau yang ngerti peran penting ojek online pas sakit dan gak bisa bergerak kayak gini #SaveOjekOnline,wanita independen rantau ngerti peran ojek online pas sakit bergerak kayak gini,12,SaveOjekOnline,1,FALSE,False,NA,NA,NA,/herawida/status/760313835064393728
twitter,#saveojekonline,2016-03-27,6:42 PM,periode_1, angginph, angginph ,2,"This app such an angel when i 'm in hurry like this , bekasi - kemayoran with grabbike #saveojekonline  [ <e2><80><94> ",app angel hurry like bekasi kemayoran grabbike,7,saveojekonline,1,FALSE,False,NA,NA,NA,/angginph/status/714266314974494721
twitter,#saveojekonline,2016-03-22,8:26 AM,periode_1, garryyeung, garryyeung ,2,#PercumaGratis #SaveOjekOnline ,,0,PercumaGratis  SaveOjekOnline,2,FALSE,False,1,NA,1,/garryyeung/status/712299537210089473
twitter,#saveojekonline,2016-03-22,2:48 AM,periode_1, PenggilinganArt, PenggilinganArt ,2,kalo .mimin sih ttp order ojek online dan ga tkt sama .sekali sama org pecundang yg ga mau bersaing dan kreatif .. #SaveOjekOnline #SaveGoJek,kalo mimin ttp order ojek online tkt org pecundang bersaing kreatif,11,SaveOjekOnline  SaveGoJek,2,FALSE,False,1,NA,2,/PenggilinganArt/status/712214468571189248
twitter,#saveojekonline,2016-03-22,1:28 AM,periode_1, virrakwr, virrakwr ,2,"Kenasyi
#saveojekonline [ <e2><80><94> ",kenasyi,1,saveojekonline,1,FALSE,False,NA,NA,NA,/virrakwr/status/712194105531457536
