2017/05/26,"Aksi Tolak Reklamasi Teluk Benoa, Peneliti: Punya Napas Panjang","TEMPO.CO, Denpasar - Gerakan tolak reklamasi Teluk Benoa, Bali, yang terus bertahan, mendapat perhatian dari peneliti politik dan militerisme, Made Supriatma. Menurut Made, Forum Rakyat Bali Tolak Reklamasi (ForBALI) merupakan gerakan perjuangan rakyat yang memiliki napas panjang, bahkan hingga memasuki tahun keempat.""Kita harus bangga karena tidak ada gerakan yang bisa sustain dan tinggi daya hidupnya,"" katanya saat diskusi bertajuk ""Populisme: Dari Inggris, Amerika, hingga Bali"" di Taman Baca Kesiman, Denpasar, Kamis, 25 Mei 2017.Baca: Bank Dunia Segera Serahkan Kajian Awal Reklamasi Teluk BenoaPeneliti dari Cornell University itu menjelaskan, gerakan ForBALI berjalan konsisten dengan tujuan dan lawan yang jelas. Menurut dia, gerakan tolak reklamasi harus bisa mendesak Presiden Joko Widodo mencabut Peraturan Presiden Nomor 51 Tahun 2014.""ForBALI ini merupakan gerakan yang diperhitungkan di tingkat lokal dan nasional. Saya kira, lebih bagus mengkaji strategi merapatkan barisan untuk langkah ke depan,"" ujarnya. Menurut dia, bukan hal sulit bagi Jokowi untuk membatalkan peraturan tersebut.""Jokowi tidak perlu mengeluarkan ongkos politik,"" tuturnya.Koordinator Divisi Politik ForBALI, Suriadi Darmoko, yang hadir dalam diskusi itu, mengatakan dukungan Made Supriatma menunjukkan sikap akademikus yang berani terbuka. ""Bli Made menunjukkan keberpihakannya terhadap gerakan rakyat,"" katanya.  Simak pula: Tokoh Anti-Reklamasi Teluk Benoa Tolak Logika...Menurut Suriadi, gerakan rakyat Bali menolak reklamasi harus langsung menuntut ke Jokowi. ""Kewenangan pembatalan Perpres 51/2014 ada di tangan Presiden. Kami percaya penolakan reklamasi ini telah sampai ke Presiden,"" ujarnya.Dia menambahkan, hingga saat ini, sudah ada 39 desa adat di Bali yang secara resmi menyatakan penolakan reklamasi di Teluk Benoa melalui paruman.Suriadi menjelaskan, penolakan reklamasi Teluk Benoa yang sudah berjalan selama 4 tahun mampu menunda proyek PT Tirta Wahana Bali Internasional (TWBI). ""Kami akan terus melakukan penolakan dengan cara-cara yang dijamin konstitusi hingga reklamasi Teluk Benoa dan Perpres 51/2014 dibatalkan,"" tuturnya.BRAM SETIAWAN"
2018/04/13,"Singgah di Bali, Greenpeace Bawa Misi Tolak Reklamasi Teluk Benoa","TEMPO.CO, Denpasar - Kapal Greenpeace yang bernama Rainbow Warrior singgah di Bali. Kedatangan kapal legendaris yang membawa misi penyelamatan lingkungan itu berada di Bali pada 13-16 April 2018.""Kampanye tentang energi terbarukan, penolakan reklamasi Teluk Benoa, dan pengelolaan sampah plastik,"" kata juru kampanye iklim dan energi Greenpeace Indonesia, Hindun Mulaika, saat jumpa media di kapal Rainbow Warrior, di Pelabuhan Benoa, Denpasar, Jumat, 13 April 2018.Baca: Greenpeace: Industri Gagal Menghentikan Penggundulan HutanSisi kapal tersebut membentangkan tulisan “Bali Saatnya Beralih ke Energi Terbarukan”. Greenpeace mengkritik rencana pembangunan Pembangkit Listrik Tenaga Uap (PLTU) Celukan Bawang di Kabupaten Buleleng. Greenpeace telah mengajukan gugatan agar rencana proyek PLTU Celukan Bawang itu segera dibatalkan.""PLTU batu bara telah menjadi masa lalu kelam yang ditinggalkan banyak negara di dunia,"" ujar Hindun. Menurut dia, energi terbarukan, seperti tenaga surya, bisa menjadi kekuatan ekonomi baru untuk penyerapan tenaga kerja lokal.Baca: Tiba di Raja Ampat, Kapal Greenpeace Kawal Isu Terumbu KarangKepala Greenpeace Indonesia Leonard Simanjuntak mengatakan kedatangan Rainbow Warrior di Bali juga sebagai ajang menyatukan energi penolakan reklamasi Teluk Benoa. ""Kami ingin menyuarakan ketidaksetujuan (reklamasi) yang akan merusak wilayah suci Teluk Benoa,"" katanya.Pada 2013, Rainbow Warrior pernah singgah di Bali. ""Kapal ini juga pijakan saat memulai perlawanan menolak reklamasi Teluk Benoa pada lima tahun lalu,"" ujar koordinator Forum Rakyat Bali Tolak Reklamasi (ForBALI), I Wayan Gendo Suardana. ""Kapal ini menjadi saksi perjuangan rakyat Bali menolak reklamasi."""
2016/06/22,"Soal Reklamasi Teluk Benoa, Gubernur Bali Tak Mau Disalahkan","TEMPO.CO, Denpasar - Gubernur Bali Made Mangku Pastika menyinggung soal rencana proyek PT Tirta Wahana Bali Internasional (TWBI), yaitu reklamasi di Teluk Benoa pada saat menghadiri Sarasehan Kamtibmas HUT Bhayangkara ke-70 di Mapolresta Denpasar, Rabu, 22 Juni 2016. Pelaksana proyek tersebut ialah bagian dari jaringan bisnis milik taipan Tomy Winata.Pastika mengatakan dia sudah sempat bertemu dengan Presiden Joko Widodo membahas tentang rencana reklamasi supaya masalah ini tidak menggantung terlalu lama. ""Semua mencari kambing hitam, yang paling mahal Gubernur,"" katanya di Mapolresta Denpasar, Rabu, 22 Juni 2016.Mantan Kapolda Bali itu menjelaskan keputusan reklamasi Teluk Benoa ada pada Presiden Joko Widodo. ""Saya tidak berwenang membatalkan Perpres. Saya tidak berkepentingan secara pribadi soal reklamasi,"" ujarnya.Pastika menuturkan, aksi masyarakat Bali yang rutin mengadakan demonstrasi menolak reklamasi Teluk Benoa dianggap dia sebagai upaya yang sia-sia. ""Percuma demo terus sampai berdarah-darah di depan saya, tidak mungkin saya minta ke Presiden mencabut Perpres. Saya sudah bosan jadi kambing hitam,"" tuturnya.Adapun Ketua Pasubayan Desa Adat tolak reklamasi Teluk Benoa, Wayan Swarsa, yang juga hadir dalam Sarasehan Kamtibmas HUT Bhayangkara ke-70, mengatakan, sebagai pemerintah daerah, semestinya Gubernur Bali punya gambaran yang nyata dalam menyikapi gejolak yang ada terkait penolakan reklamasi.""Sebetulnya beliau tidak bisa bilang seperti itu. Kalau tidak ke Gubernur, ditujukan kepada siapa lagi?"" katanya kepada Tempo seusai acara. ""Demo masyarakat adat yang kami tunjukkan agar pemerintah pusat mendengarkan tuntutan masyarakat adat Bali untuk mengembalikan kawasan Teluk Benoa menjadi kawasan konservasi, cabut Perpres 51/2014.""Swarsa menjelaskan, Mangku Pastika sebagai seorang pemimpin di Bali seharusnya secara terbuka menyampaikan kepada masyarakat Bali kalau memang sudah bertemu dengan Presiden Joko Widodo membahas reklamasi.""Kalau memang sudah ketemu Presiden, ya omongkan itu kepada rakyat, seharusnya begitu. Kalau beliau mengeluh dijadikan kambing hitam dalam konteks selalu disalahkan, kami tidak pernah menyalahkan seorang Gubernur,"" ujar Swarsa. ""Tapi kepada siapa rakyat menyampaikan aspirasinya kalau bukan kepada pemimpin daerahnya?""Swarsa juga mengutip ajaran Asta Brata, yakni delapan sifat kepemimpinan dalam agama Hindu, untuk menyikapi sikap Gubernur Bali tentang reklamasi Teluk Benoa.""Mahambeg Maring Samudra, artinya seorang pemimpin itu meniru layaknya sifat lautan yang harus menampung segala aspirasi rakyatnya,"" tutur Bendesa Adat Kuta itu. ""Gubernur dengan segala pertimbangan mau tidak mau, disukai atau tidak, harus menampung aspirasi itu, kemudian berkoordinasi dengan segala komponen yang ada.""BRAM SETIAWAN"
2018/03/23,"Cagub Bali, Rai Mantra, Tegaskan Tolak Reklamasi Teluk Benoa","TEMPO.CO, Denpasar - Calon Gubernur Bali, Ida Bagus Rai Dharmawijaya Mantra, secara tegas menolak perusakan lingkungan alam, termasuk proyek reklamasi Teluk Benoa.""Saya sejak menjabat Wali Kota Denpasar tahun 2013 bersama DPRD Denpasar menolak proyek pembangunan Teluk Benoa di Kabupaten Badung, Bali,"" ucap Rai Mantra di Denpasar, Jumat, 23 Maret 2018.Rai Mantra mengatakan pihaknya secara tegas menolak segala kegiatan yang merugikan masyarakat. Karena itu, saat Badan Eksekutif Mahasiswa (BEM) Universitas Udayana melontarkan pertanyaan terkait dengan reklamasi Teluk Benoa dalam acara debat kandidat pada Kamis, 22 Maret 2018, di kampus setempat, pihaknya secara tegas menolak reklamasi yang ada di perairan Teluk Benoa.Baca juga: Aktivis Tolak Reklamasi Menyurati Pasangan Cagub BaliRai Mantra menegaskan, saat dia dideklarasikan menjadi cagub, partai politik yang berkoalisi dalam KRB (Koalisi Rakyat Bali) yang mengusungnya pun menegaskan sikap menolak reklamasi.Penegasan itu tertuang dalam paket Mantra-Kerta atau pakta integritas yang menegaskan sikap pasangan calon Gubernur dan Wakil Gubernur, Ida Bagus Rai Dharmawijaya Mantra-I Ketut Sudikerta, dan partai koalisi menolak reklamasi Teluk Benoa.""Saat ini, kepada adik-adik mahasiswa, saya tegaskan lagi penolakan itu. Nanti, begitu dilantik sebagai gubernur, besoknya kami akan cabut rekomendasi dan minta Perpres tentang Reklamasi Teluk Benoa direvisi,"" ujarnya.Baca juga: Ada Cagub Tolak Reklamasi, ForBali: Kami Bukan Kuda TungganganDalam penandatanganan pakta integritas itu, Rai Mantra dan Sudikerta dengan tegas menolak Reklamasi Teluk Benoa serta menolak praktik korupsi, kolusi, dan nepotisme (KKN).""Saya bersama Pak Sudikerta dalam pakta integritas yang dibacakan Pak Made Mudarta (penasihat KRB dan Ketua DPD Partai Demokrat Bali) telah menandatangani untuk menolak reklamasi Teluk Benoa,"" ucapnya.Peserta pilkada Bali 2018 antara lain I Wayan Koster-Tjokorda Oka Artha Ardhana Sukawati (KBS-Ace) dengan nomor urut 1. Pasangan itu diusung empat parpol peraih kursi di Dewan Perwakilan Rakyat Daerah Provinsi Bali, yakni Partai Demokrasi Indonesia Perjuangan, Partai Hati Nurani Rakyat, Partai Amanat Nasional, serta Partai Keadilan dan Persatuan Indonesia, serta didukung Partai Kebangkitan Bangsa dan Partai Persatuan Pembangunan.Sedangkan pasangan nomor urut 2, Ida Bagus Rai Dharmawijaya Mantra-I Ketut Sudikerta (Mantra-Kerta), diusung empat partai peraih kursi di DPRD Provinsi Bali, yakni Partai Golongan Karya, Partai Gerakan Indonesia Raya, Partai Demokrat, dan Partai NasDem. Mereka juga didukung Partai Keadilan Sejahtera, Partai Bulan Bintang, dan Partai Persatuan Indonesia."
2016/07/13,Tokoh Anti-Reklamasi Teluk Benoa Tolak Logika Pemerintah,"TEMPO.CO, Jakarta - Koordinator Forum Rakyat Bali Tolak Reklamasi (ForBali), I Wayan Suardana atau akrab disapa Gendo, mendatangi kantor Kementerian Kelautan dan Perikanan di Jakarta, untuk menyampaikan aspirasi warga Bali menolak reklamasi di Teluk Benoa.""Pemerintah pusat (selama ini--) sesat pikir,"" kata Gendo saat ditemui di pelataran kantor Kementerian Kelautan dan Perikanan, Jalan Medan Merdeka Timur, Jakarta Pusat, Rabu, 13 Juli 2016.Masyarakat Bali, kata Gendo, menuntut agar kawasan Teluk Benoa dikembalikan menjadi kawasan konservasi alam. Namun, sejauh ini, kata dia, pemerintah pusat masih menolak. Alasannya, di kawasan Teluk Benoa, sudah ada jalan tol, pelabuhan, dan instalasi pipa gas. Menurut Gendo, pemerintah mengklaim seluruh infrastruktur yang sudah dibangun di sana tak mungkin dipindahkan.""Pemerintah menolak mengembalikan status kawasan Teluk Benoa menjadi kawasan konservasi, karena di sana sudah ada perubahan fisik kawasan,"" kata Gendo. Alasan inilah yang menurut dia, sesat pikir. Pasalnya, kata Gendo, jika mengikuti kronologis maka penetapan kawasan konservasi Teluk Benoa sebenarnya bersamaan dengan penetapan proyek pembangunan jalan tol. Bahkan, penetapan keduanya diatur dalam satu aturan yang sama, yaitu Peraturan Presiden Nomor 45 Tahun 2011.""(Waktu itu) masyarakat disampaikan agar percaya bahwa jalan tol dibangun tanpa ada embel-embel lain,"" kata Gendo. Pemerintah Provinsi Bali bahkan menegaskan bahwa pembangunan jalan tol sengaja dibuat melayang di atas laut, agar tak ada alih fungsi kawasan di kawasan Teluk Benoa. ""(Waktu itu) yang bicara Kepala Badan Lingkungan Hidup dan Dinas Kehutanan,"" ujar Gendo.Tak hanya itu. Menurut Gendo, ketika Teluk Benoa ditetapkan menjadi kawasan konservasi pada 2011, sebenarnya di kawasan itu sudah ada pelabuhan dan instalasi pipa migas. ""Jadi kenapa justru saat masyarakat meminta pengembalian status kawasan Teluk Benoa kembali ke kawasan konservasi, pemerintah malah meminta jalan tol, pelabuhan, dan pipa migas dihancurkan. Ini logika sesat pikir, mau menghindari tanggung jawab,"" katanya dengan nada tinggi.Kawasan Teluk Benoa tidak lagi menjadi kawasan konservasi, berdasarkan Peraturan Presiden Nomor 51 Tahun 2014. Perpres tersebut menggantikan Peraturan Presiden Nomor 45 Tahun 2011 yang menetapkan kawasan Teluk Benoa menjadi kawasan konservasi. Masyarakat Bali menuntut Presiden Joko Widodo mengembalikan kawasan Teluk Benoa sebagai daerah konservasi agar rencana reklamasi teluk itu batal dengan sendirinya.DIKO OKTARA"
2017/02/23,Demo Tolak Reklamasi Teluk Benoa Kritisi World Ocean Summit,"TEMPO.CO, Denpasar - Ribuan warga adat Bali turun ke jalan melakukan aksi menolak reklamasi Teluk Benoa. Aksi kali ini bertepatan dengan pelaksanaan WOS atau World Ocean Summit yang diadakan di Nusa Dua, Bali, yang berlangsung pada 22-24 Februari 2017.Koordinator Pasubayan Desa Adat Tolak Reklamasi I Wayan Swarsa mengatakan aksi ini untuk menunjukkan kepada dunia bahwa tidak bisa semena-mena menjalankan kepentingan bisnis di laut. Swarsa menjelaskan, Bali menjadi suatu contoh bahwa rakyat memiliki komitmen yang kuat untuk menolak reklamasi di Teluk Benoa.Baca juga: Bank Dunia Segera Serahkan Kajian Awal Reklamasi Teluk Benoa""Di dalam pandangan adat, sesuatu itu terjadi bukan hanya karena rencana, maka aksi ini memang harus terjadi. Kebetulan hari ini ada suatu acara dunia berbicara tentang ranah bisnis di laut,"" katanya, Kamis, 23 Februari 2017.Ribuan massa aksi bergerak mengelilingi lapangan Niti Mandala Renon, Denpasar. Sepanjang jalan orasi terus dikumandangkan meminta Presiden Joko Widodo mencabut Perpres 51 Tahun 2014. Warga adat memusatkan demonstrasi di depan kantor Gubernur Bali. Di sana para muda-mudi dari berbagai kabupaten di Bali bergantian orasi.Baca pula:  Tokoh Anti-Reklamasi Teluk Benoa Tolak Logika... Soal Reklamasi Teluk Benoa, Gubernur Bali Tak Mau...Koordinator Forum Rakyat Bali Tolak Reklamasi (ForBALI) I Wayan 'Gendo' Suardana menuturkan bahwa aksi ini sekaligus untuk mengawal World Ocean Summit. ""Kami mendapat informasi, bahwa di sana membahas tiga hal pokok. Pertama, kerangka kerja investasi berkelanjutan di laut, kedua tentang sampah di laut, yang ketiga soal perikanan berkelanjutan,"" tuturnya.Gendo menegaskan bahwa aksi rakyat adat Bali ini juga bertujuan untuk mengkritisi World Ocean Summit. Ia berharap dari pertemuan tingkat dunia itu bisa digunakan untuk menjaga laut. ""Bukan kemudian menjadi irisan kepentingan dari pihak swasta, karena kami dengar World Ocean Summit ini juga pertemuan antarnegara. Ada ratusan CEO pihak swasta yang berkepentingan dengan investasi di laut,"" ujarnya.Dewan Nasional Wahana Lingkungan Hidup Indonesia (WALHI) itu menjelaskan kritik terhadap World Ocean Summit dianggap penting. Alasannya, kata dia, supaya investasi di laut tidak dilakukan menggunakan cara-cara destruktif seperti reklamasi.""Di Bali, kami sedang menghadapi reklamasi Teluk Benoa. Kami juga tidak mau ada upaya manipulasi tata kelola sampah di laut dengan bahasa revitalisasi,"" katanya. ""Masyarakat ingin laut dijaga tanpa upaya sampingan atau hidden agenda untuk melakukan reklamasi,"" ujar Gendo.BRAM SETIAWANBaca juga:  Jokowi Akan ke Australia, Setelah Kasus Pelecehan Pancasila Akses ke Siti Aisyah Terhambat, Indonesia Ingatkan Malaysia"
2016/08/14,Ribuan Muda-mudi Bali Demo Tolak Reklamasi Teluk Benoa,"TEMPO.CO, Badung - Ribuan muda-mudi turun ke jalan menggelar aksi menolak reklamasi Teluk Benoa. Aksi kali ini sekaligus deklarasi dua komunitas dan enam Sekaa Truna Truni (STT) di Desa Adat Tegal dan Desa Darmasaba, Kabupaten Badung.Massa memulai long march dari Pura Dalem Desa Adat Tegal Darmasaba menuju jalan raya untuk melakukan orasi. Aksi deklarasi semakin ramai karena dihadiri muda-mudi lainnya dari Denpasar, Gianyar, dan Karangasem.Koordinator Forum Rakyat Bali Tolak Reklamasi (ForBALI) I Wayan “Gendo” Suardana saat berorasi mengatakan aksi deklarasi ini menunjukkan bahwa gerakan Bali Tolak Reklamasi (BTR) penuh dinamika dan terus melatih diri.""Kita tidak akan pernah libur menolak reklamasi. Saat ini Presiden Jokowi sedang sangat serius mengkaji reklamasi, semoga kita akan dapat kabar baik dari beliau,"" katanya, Minggu, 14 Agustus 2016.Gendo mengingatkan, semakin besar gelombang perlawanan, tak lepas dari fitnah yang terus menghujani ForBALI. ""Gerakan tolak reklamasi sedang diuji lewat media sosial. Tapi mereka tidak bisa melawan soliditas, konsolidasi, kekuatan, dan persatuan gerakan ini,"" ujarnya.Gendo menjelaskan bahwa pihak-pihak yang tidak mampu memecah gerakan rakyat menolak reklamasi tak jarang menyerang dirinya secara pribadi. ""Mereka mencoba membunuh karakter. Saya dituding anti-demokrasi, rasis, bahkan termasuk mereka buat cerita konspirasi di Twitter,"" tuturnya.Gendo mengatakan gerakan ForBALI bersama seluruh rakyat Bali dari berbagai elemen menjadi gerakan semesta melindungi Ibu Pertiwi. Ia menambahkan, memasuki tahun keempat, perjuangan rakyat Bali menolak reklamasi semakin solid.""Gerakan ini selalu kena fitnah, itu sudah biasa. Kita ada di garis yang sama, mari kita saling filter informasi dengan baik,"" katanya. Gerakan ini tidak mengenal sekat, suku, atau agama. Ini gerakan damai, kita harus menempuh cara bermartabat untuk perjuangan yang ingin dicapai.""BRAM SETIAWAN"
2016/07/28,Ini Sumber Dana untuk Aksi Tolak Reklamasi Teluk Benoa Bali,"TEMPO.CO, Jakarta - Koordinator Forum Rakyat Bali Tolak Reklamasi (ForBALI), I Wayan 'Gendo' Suardana memastikan dana yang dipakai membiayai gerakan menolak reklamasi Teluk Benoa berasal dari dari rakyat Bali sendiri. Dia membantah ada pihak yang menjadi sponsor gerakan ini untuk tujuan bisnis tertentu.""Biaya datang dari desa adat, (untuk menyewa--) sound system, mobil komando. Desa adat kan enggak miskin untuk membiayai aksinya, tapi desa adat tidak pernah membiayai peserta aksi,"" kata dia saat ditemui Tempo di kantor Walhi Bali, di Jalan Dewi Madri, Denpasar, Kamis 28 Juli 2016 sore.""Mereka yang menyumbang, jadi ForBALI tidak pernah membiayai, rakyat yang membiayai sendiri. Tudingan dibiayai asing itu kan isu lama, yang diangkat,"" katanya lagi. Menurut Gendo, selain dari desa adat, pembiayaan aksi juga berasal dari  keuntungan penjualan merchandise, dan penjualan tiket konser mini tolak reklamasi.Pertanyaan atas sumber dana gerakan tolak reklamasi di Bali muncul seiring dengan gencarnya hashtag #bongkardanaforbali di Twitter.  Kemunculan hashtag itu salahsatunya dipicu pernyataan Gubernur Bali Made Mangku Pastika di sebuah media lokal. Menurut Pastika, Presiden Joko Widodo pernah menanyakan siapa yang ada di balik gerakan massa menolak reklamasi di Teluk Benoa.Tak hanya beredar di Twitter, menurut Gendo, kini bahkan ada pihak yang menginginkan Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) untuk memeriksa aliran dana ForBALI. ""Ya silakan saja, kami tidak pernah takut dengan itu. Tapi, ada baiknya juga minta ke PPATK untuk menelusuri dana Rp 1 Triliun yang telah dikeluarkan investor (TWBI), untuk apa saja uang itu,"" kata dia.Meski diterpa isu tak sedap, gerakan tolak reklamasi di Bali terus bergulir. Gendo mengatakan dua desa adat, yakni Desa Sumerta dan Desa Tanjung Bungkak, akan menggelar deklarasi bersama menolak reklamasi Teluk Benoa pada Minggu, 31 Juli 2016.Menurut Gendo, jika ada pihak-pihak yang ingin menelusuri sumber dana aksi ForBALI, mereka dipersilakan datang pada aksi itu dan menilai sendiri saat aksi berlangsung. ""Silakan kalau mau kroscek; datang saat aksi, bahkan kalau perlu, dari sekarang bisa diinvestigasi sumber dananya,"" kata dia.Saat Tempo berada di kantor Walh sekitar pukul 15.10 Wita, suasana di sana cukup ramai dikunjungi banyak pemuda dari Seka Teruna Mekar Sari, Banjar Tegeh Kuri, Desa Tonja, Denpasar.Mereka datang untuk menyumbang dana gerakan ForBALI. Ketua Seka Teruna Mekar Sari, Gede Arya Wiguna, menjelaskan uang yang didonasikan untuk ForBALI berasal dari konser mini untuk memperingati ulang tahun Seka Teruna Mekar Sari yang ke-49  beberapa waktu lalu. ""Kami menggagas konser mini itu untuk mendukung gerakan ForBALI. Kami ingin berpartisipasi untuk Bali secara luas,"" ujarnya.Adapun Muhammad Saiful Ghozi, 21 tahun, remaja asal Surabaya, Jawa Timur, yang sedang berlibur ke Bali, juga mengunjungi kantor Walhi Bali untuk membeli kaos tolak reklamasi Teluk Benoa. ""Ini salah satu bentuk dukungan untuk warga Bali menolak reklamasi di Teluk Benoa,"" katanya.Menurut dia, kaos tolak reklamasi itu juga mampu membangkitkan spirit perlawanan. ""Teman-teman saya di Surabaya banyak yang mendukung gerakan tolak reklamasi. Kami tahu perkembangan isu ini dari akun facebook Jerinx Superman Is Dead,"" ujarnya. ""Buat apa merusak ekosistem di Teluk Benoa dari satu pihak yang ingin memperkaya dirinya sendiri,"" katanya.BRAM SETIAWAN"
2016/07/21,"Polemik Reklamasi Teluk Benoa, Rakyat Bali Tetap Kritik Susi","TEMPO.CO, Jakarta - Polemik seputar ijin lokasi Kementerian Kelautan dan Perikanan (KKP) untuk reklamasi Teluk Benoa di Bali, terus berlanjut. Meski Kementerian Kelautan sudah merilis pernyataan klarifikasi dan menegaskan bahwa pemberian ijin lokasi merupakan konsekuensi dari Perpres No. 51 tahun 2014 tentang kawasan Denpasar, Badung, Gianyar, dan Tabanan (Sarbagita), para aktivis antireklamasi Bali masih belum puas.Koordinator Forum Rakyat Bali Tolak Reklamasi (ForBALI) I Wayan 'Gendo' Suardana mengatakan bahwa ForBALI mengapresiasi pernyataan KKP yang melihat pentingnya peninjauan ulang seluruh upaya pengembangan Teluk Benoa. Namun, ForBALI menyayangkan tidak seriusnya KKP memperjuangkan rekomendasi itu.""Sikap Menteri Susi Pudjiastuti secara prosedural melapangkan jalan reklamasi atas nama Perpres Sarbagita. (Menteri Susi) mengeluarkan 3 (tiga) poin rekomendasi  setelah izin lokasi reklamasi diperpanjang, ini yang dinilai sebagai tindakan setengah hati oleh ForBALI,"" kata Gendo lewat siaran persnya, Rabu, 20 Juli 2016.Aktivis asal Ubud itu menjelaskan sebagai sebuah institusi negara, akan lebih bijak apabila KKP bertindak konsisten dengan rekomendasinya. ""Seharusnya KKP hentikan dulu izin lokasinya, kemudian secara konsisten masuk dalam skenario rekomendasi penghentian upaya pengembangan Teluk Benoa,"" ujarnya. ""Yang jadi pertanyaan mendasar, mengapa rekomendasi tersebut diberikan setelah izin lokasi diperpanjang?”ForBALI, kata Gendo, menyesalkan tindakan KKP yang mengabaikan penolakan 38 Desa Adat serta membiarkan lewatnya batas akhir respon KKP terhadap permohonan perpanjangan izin lokasi reklamasi yang terjadi secara otomatis. ""Dalih-dalih yang diberikan Menteri Susi merendahkan kapasitasnya sebagai pejabat politis dengan wewenang lebih dari administratif,"" kata Gendo.Bagi ForBALI pernyataan-pernyataan Menteri Susi terkait izin lokasi dan izin pelaksanaan reklamasi seolah-olah mengesankan Menteri KKP tidak memiliki otoritas sama sekali dalam pengelolaan pesisir. ""Bu Susi pernah menyatakan, bahwa kalau AMDAL diterima, maka dia akan mengeluarkan izin pelaksanaan reklamasi. Artinya, dia sendiri merasa tidak punya wewenang dalam penghentian sebuah proyek yang bermasalah,"" ujarnya.Padahal, kata Gendo, UU Pesisir  menekankan adanya asas keadilan, peran serta masyarakat, akuntabilitas, dan keterbukaan, yang seharusnya menjadi landasan bagi Menteri KKP mengambil keputusan soal reklamasi. ""Selain itu, Pasal 61 UU No. 27 th 2007 (UU Pesisir) juga jelas menyatakan bahwa pemerintah wajib mengakui, menghormati dan melindungi hak-hak masyarakat adat. Sesungguhnya hak-hak tersebut beserta kearifan lokalnya harus dijadikan acuan dalam pengelolaan pesisir,"" tutur Gendo.Pengabaian Susi ini, ujar dia, dianggap menghina perjuangan masyarakat adat Bali yang sudah berlangsung selama empat tahun. ""Pembiaran ini menunjukkan bahwa Menteri Susi tidak melakukan perannya selaku Menteri, kecuali sebagai petugas administrasi saja”, ujarnya.BRAM SETIAWAN"
2016/03/13,ITS Tolak Tawaran Kajian Reklamasi Teluk Benoa,"TEMPO.CO, Surabaya - Lembaga Penelitian dan Pengabdian Kepada Masyarakat (LPPM) Institut Teknologi Sepuluh Nopember (ITS) Surabaya menyatakan menolak tawaran kajian reklamasi Teluk Benoa, Bali. Penolakan itu tertuang dalam surat balasan kepada PT Tirta Wahana Bali Internasional (TWBI) pada Februari 2016.“Kami putuskan menolak. Saya sudah tanda tangan surat penolakan sebulan yang lalu,” ujar Ketua LPPM ITS Adi Soeprajitno saat dihubungi Tempo, Ahad, 13 Maret 2016.Adi mengatakan ITS memutuskan tak menerima tawaran tersebut lantaran masyarakat Bali yang menolak reklamasi. Menurut dia, reklamasi tersebut tak hanya menyangkut persoalan ilmiah akademik saja, tapi juga menyangkut masalah sosial dan budaya masyarakat. “Terlebih menyangkut kepercayaan masyarakat Bali. Sehingga kami memutuskan untuk cenderung tidak menerima penawaran tersebut.”Pihaknya mengakui sebulan sebelum proposal permintaan sebagai konsultan dari PT TWBI dilayangkan, perusahaan telah melakukan sejumlah pendekatan. Adi menyebutkan, ia mendapat kabar dari kawan-kawannya di Bali. Saat itulah, kata dia, LPPM ITS melakukan koordinasi. “Sebelum memutuskan menerima, kami terlebih dulu melakukan rapat, meninjau dari berbagai sisi, baru kami menentukan sikap,” ujarnya.Salah satu orang yang berperan penting dalam pengambilan keputusan ialah Wakil Rektor IV ITS Prof Ketut Buda Artana. Sebagai orang Bali, LPPM ITS banyak mengambil pertimbangan dari Ketut yang asli orang Bali. Pakar keamanan dan uji transportasi laut itu dinilai memahami betul persoalan Teluk Benoa.Adi menyatakan, LPPM mendapatkan banyak saran dan gambaran mengenai alasan penolakan reklamasi Teluk Benoa, yakni terkait dengan kepercayaan dan adat istiadat masyarakat Bali. “Kami sebagai muslim tidak begitu memahami, tapi kita harus mempertimbangkan dan menghormati adat istiadat di sana. Jadi, kami tidak mau mengambil (tawaran),” tuturnya.Penolakan rencana reklamasi Teluk Benoa di Bali kini, memasuki tahun ketiga. Bahkan, berbagai elemen masyarakat Bali secara langsung menyampaikan keluh kesah mereka soal reklamasi Teluk Benoa kepada Menteri Kelautan dan Perikanan Susi Pudjiastuti pada Minggu, 29 Februari 2016.Sebelumnya, lima perguruan tinggi negeri di Indonesia disebut sebagai pemberi rekomendasi kelayakan reklamasi bagi PT TWBI. Selain ITS, terdapat empat kampus lain, yakni Institut Pertanian Bogor, Institut Teknologi Bandung, Universitas Hasanuddin, dan Universitas Gadjah Mada.ARTIKA RACHMI FARMITA"
